18,1
79,1
131,2
138,2
74,3
26,3
50,4
65,4
31,5
65,5
7,6
20,6
24,7
111,7
72,8
67,8
135,9
69,9
82,10
50,10
30,11
142,11
81,12
10,12
26,13
101,13
141,14
35,14
107,15
104,15
132,16
127,16
1,17
148,17
97,18
41,18
52,19
140,19
41,20
96,20
144,21
149,21
16,22
69,22
46,23
143,23
74,24
127,24
58,25
71,25
147,26
27,26
71,27
95,27
116,28
97,28
149,29
33,29
33,30
69,30
123,31
23,31
17,32
149,32
36,33
66,33
94,34
101,34
17,35
122,35
99,36
36,36
109,37
59,37
77,38
98,38
130,39
68,39
137,40
117,40
89,41
128,41
43,42
150,42
98,43
110,43
89,44
103,44
129,45
64,45
64,46
142,46
33,47
25,47
105,48
61,48
132,49
97,49
6,50
99,50
107,51
35,51
36,52
99,52
54,53
45,53
39,54
73,54
33,55
83,55
45,56
147,56
40,57
143,57
69,58
84,58
9,59
14,59
64,60
144,60
54,61
108,61
105,62
99,62
95,63
146,63
14,64
52,64
37,65
127,65
130,66
42,66
33,67
105,67
28,68
65,68
99,69
76,69
69,70
74,70
13,71
5,71
131,72
114,72
13,73
86,73
71,74
19,74
147,75
65,75
24,76
57,76
74,77
17,77
147,78
109,78
3,79
45,79
25,80
18,80
4,81
96,81
65,82
111,82
56,83
73,83
146,84
138,84
94,85
141,85
18,86
134,86
109,87
56,87
29,88
149,88
80,89
32,89
39,90
143,90
48,91
100,91
84,92
6,92
52,93
73,93
76,94
58,94
31,95
58,95
29,96
75,96
11,97
58,97
56,98
41,98
135,99
119,99
115,100
32,100
80,101
110,101
37,102
37,102
23,103
101,103
1,104
106,104
142,105
1,105
81,106
76,106
130,107
130,107
126,108
88,108
135,109
76,109
80,110
63,110
145,111
69,111
110,112
90,112
115,113
115,113
134,114
57,114
74,115
11,115
25,116
29,116
37,117
72,117
103,118
24,118
68,119
102,119
17,120
36,120
142,121
129,121
87,122
96,122
83,123
59,123
111,124
135,124
112,125
108,125
34,126
28,126
131,127
31,127
48,128
121,128
99,129
88,129
52,130
120,130
121,131
71,131
29,132
69,132
24,133
126,133
41,134
60,134
128,135
58,135
82,136
97,136
68,137
132,137
85,138
17,138
14,139
6,139
7,140
118,140
85,141
83,141
55,142
67,142
37,143
93,143
75,144
74,144
119,145
108,145
79,146
42,146
109,147
76,147
112,148
113,148
16,149
99,149
52,150
30,150
49,151
36,151
100,152
137,152
37,153
86,153
79,154
117,154
147,155
127,155
90,156
109,156
70,157
47,157
121,158
71,158
90,159
135,159
26,160
146,160
147,161
71,161
109,162
67,162
129,163
137,163
3,164
88,164
49,165
58,165
83,166
105,166
114,167
25,167
23,168
129,168
11,169
109,169
86,170
74,170
105,171
150,171
72,172
136,172
17,173
145,173
28,174
13,174
32,175
135,175
3,176
140,176
29,177
124,177
46,178
80,178
144,179
25,179
94,180
4,180
52,181
76,181
80,182
48,182
12,183
85,183
133,184
25,184
1,185
134,185
51,186
44,186
142,187
28,187
29,188
107,188
139,189
8,189
142,190
30,190
72,191
139,191
120,192
106,192
20,193
93,193
44,194
55,194
104,195
20,195
